name,rmsd_start,rmsd_end,plddt,ptm,rmsd_constraint,langevin,single_state_plddt,single_state_rmsd,curvature_mean,curvature_max,score,-PLL
5KPE_2_2_0_combined_id1,1.2330657243728638,1.2859296798706055,93.23157407407405,0.82,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2222,2.220382125289352
5KPE_2_2_0_combined_id10,1.1020296812057495,1.4326512813568115,90.03500000000001,0.73,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2273,2.385852389865452
5KPE_2_2_0_combined_id11,1.4273778200149536,1.3370822668075562,92.58685185185185,0.83,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2384,2.173250551576968
5KPE_2_2_0_combined_id12,1.4847055673599243,1.2770870923995972,94.06953703703704,0.84,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2298,2.16213791458695
5KPE_2_2_0_combined_id13,1.722909927368164,1.3039084672927856,86.83842592592592,0.72,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2165,2.074285719129774
5KPE_2_2_0_combined_id14,1.3750158548355103,1.437508225440979,89.18981481481484,0.74,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2231,2.0493456522623696
5KPE_2_2_0_combined_id15,1.5002641677856445,1.556044101715088,90.1850925925926,0.79,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2165,2.1788256609881365
5KPE_2_2_0_combined_id16,1.2970752716064453,1.263051152229309,89.39629629629627,0.74,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2044,2.252590462013527
5KPE_2_2_0_combined_id17,1.24852454662323,1.4256224632263184,90.87342592592591,0.78,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2207,2.135689346878617
5KPE_2_2_0_combined_id18,1.344488263130188,1.264554500579834,88.3561111111111,0.74,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2129,2.214365076135706
5KPE_2_2_0_combined_id19,1.4762609004974365,1.1638060808181763,90.85462962962964,0.76,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2144,2.049119172272859
