name,rmsd_start,rmsd_end,plddt,ptm,rmsd_constraint,langevin,single_state_plddt,single_state_rmsd,curvature_mean,curvature_max,score,-PLL
5KPE_2_2_0_combined_id1,1.2819163799285889,1.2814854383468628,90.62749999999998,0.76,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2068,2.1763613665545427
5KPE_2_2_0_combined_id10,1.1434462070465088,1.4261506795883179,90.26425925925923,0.78,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.1932,2.249990110044126
5KPE_2_2_0_combined_id11,1.235689640045166,1.2677909135818481,88.66787037037037,0.75,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2207,2.31741785120081
5KPE_2_2_0_combined_id12,1.443440318107605,1.4314814805984497,91.68675925925926,0.8,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2002,2.329994625515408
5KPE_2_2_0_combined_id13,1.2734673023223877,1.416305661201477,88.96194444444446,0.74,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2037,2.469538370768229
5KPE_2_2_0_combined_id14,1.4495817422866821,1.3384066820144653,90.3114814814815,0.77,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2008,2.244408642804181
5KPE_2_2_0_combined_id15,1.4823330640792847,1.3298357725143433,89.71703703703703,0.78,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2049,2.135041696053964
5KPE_2_2_0_combined_id16,1.011670470237732,1.6554474830627441,89.71388888888887,0.75,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.1904,2.5608017532913774
5KPE_2_2_0_combined_id17,1.4979904890060425,1.4146620035171509,92.6525925925926,0.81,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2373,1.947667439778645
5KPE_2_2_0_combined_id18,1.3281704187393188,1.1891636848449707,90.92629629629629,0.79,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2054,2.377858762387876
5KPE_2_2_0_combined_id19,1.2347805500030518,1.319021224975586,88.0637037037037,0.73,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.1935,2.273971133761936
5KPE_2_2_0_combined_id2,1.526443362236023,1.213470697402954,91.67657407407408,0.8,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2017,2.2897670887134693
5KPE_2_2_0_combined_id20,1.6884615421295166,1.348440408706665,86.70787037037037,0.76,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2009,2.167255401611328
5KPE_2_2_0_combined_id21,1.516502022743225,1.4599530696868896,89.35212962962963,0.77,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2128,2.1127586364746094
5KPE_2_2_0_combined_id22,1.261606216430664,1.5608911514282227,91.51620370370372,0.78,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.1947,2.215711522985388
5KPE_2_2_0_combined_id23,1.1385917663574219,1.2596453428268433,87.63305555555556,0.72,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.197,2.4477912055121527
5KPE_2_2_0_combined_id24,1.147686243057251,1.4299999475479126,86.51944444444442,0.7,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2076,2.0284627278645835
5KPE_2_2_0_combined_id3,1.0962486267089844,1.2952097654342651,90.42055555555554,0.78,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2236,1.9646948355215568
5KPE_2_2_0_combined_id4,1.1781615018844604,1.53481125831604,89.28379629629632,0.75,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.1991,2.350129162823712
5KPE_2_2_0_combined_id5,1.5073984861373901,1.4845994710922241,91.9283333333333,0.82,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.1846,2.38564215766059
5KPE_2_2_0_combined_id6,1.140976905822754,1.3608334064483643,90.33018518518516,0.75,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2193,2.201197588885272
5KPE_2_2_0_combined_id7,1.299282193183899,1.5469627380371094,89.7562037037037,0.77,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.2024,2.026371991192853
5KPE_2_2_0_combined_id8,1.410918116569519,1.3945902585983276,88.67888888888889,0.73,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.1973,2.046110365125868
5KPE_2_2_0_combined_id9,1.209015965461731,1.6893835067749023,89.2575925925926,0.75,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,0.1873,2.626240483036748
5KPE_2_2_1_combined_id1,1.142780065536499,1.356244444847107,93.1025925925926,0.82,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,0.2091,2.288455115424262
5KPE_2_2_1_combined_id10,1.173776388168335,1.341588020324707,94.22666666666666,0.83,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,0.2213,1.870303401240596
