name,rmsd_start,rmsd_end,plddt,ptm,rmsd_constraint,langevin,single_state_plddt,single_state_rmsd,curvature_mean,curvature_max,U,-PLL
5KPE_2_2_0__id0,1.1233952045440674,1.1544756889343262,89.99574074074074,0.74,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-225.6555328369141,2.546699523925781
5KPE_2_2_0__id1,1.6780812740325928,1.0742841958999634,89.54416666666667,0.77,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-226.02975463867188,2.549955579969618
5KPE_2_2_0__id10,1.457653284072876,1.231643557548523,91.24657407407408,0.78,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-225.2735748291016,2.67549811469184
5KPE_2_2_0__id11,1.288593053817749,1.1571000814437866,87.87249999999997,0.71,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-223.52919006347656,2.5559135719581887
5KPE_2_2_0__id12,1.4567654132843018,1.312241554260254,87.39518518518518,0.77,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-223.7750396728516,2.8298746744791665
5KPE_2_2_0__id13,1.7338166236877441,1.1682915687561035,87.90564814814815,0.74,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-222.03306579589844,2.725082397460937
5KPE_2_2_0__id14,1.7701154947280884,1.2886117696762085,93.46777777777778,0.84,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-221.07696533203125,2.5578573721426503
5KPE_2_2_0__id15,1.4838695526123047,1.1722944974899292,87.70925925925927,0.73,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-222.78836059570312,2.5700525354456016
5KPE_2_2_0__id16,1.227952480316162,1.1734744310379028,91.8749074074074,0.82,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-219.96185302734372,2.66973622639974
5KPE_2_2_0__id17,1.3441252708435059,1.1363273859024048,87.16092592592594,0.72,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-224.7745819091797,2.331635510479962
5KPE_2_2_0__id18,1.6101458072662354,1.0669772624969482,89.60583333333334,0.75,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-221.0728759765625,2.7173213252314814
5KPE_2_2_0__id19,1.6373538970947266,1.3471449613571167,89.59629629629632,0.79,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-224.2991485595703,2.428759539568866
5KPE_2_2_0__id2,1.2620679140090942,1.3461178541183472,92.0350925925926,0.79,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-225.06065368652344,2.46747476083261
5KPE_2_2_0__id20,1.197874903678894,1.089111328125,89.64935185185186,0.76,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-222.94842529296875,2.569977371780961
5KPE_2_2_0__id21,1.5100873708724976,1.293271541595459,88.95675925925927,0.77,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-222.91238403320312,2.624441076208044
5KPE_2_2_0__id22,1.572919487953186,1.352123737335205,93.4437962962963,0.84,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-222.36648559570312,2.5241247106481484
5KPE_2_2_0__id23,1.615809679031372,1.21431565284729,89.47138888888887,0.74,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-224.1944122314453,2.5022413465711804
5KPE_2_2_0__id3,1.3115452527999878,1.3427938222885132,92.33620370370372,0.83,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-225.0367584228516,2.4616156684027777
5KPE_2_2_0__id4,1.5636076927185059,1.1399271488189697,89.50648148148147,0.78,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-221.01458740234372,2.572651615849248
5KPE_2_2_0__id5,1.6246801614761353,1.186781644821167,92.81287037037036,0.83,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-222.44178771972656,2.655154758029514
5KPE_2_2_0__id6,1.4062321186065674,1.076733112335205,90.21712962962964,0.74,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-222.74891662597656,2.450540613245081
5KPE_2_2_0__id7,1.690268874168396,1.1637845039367676,88.12212962962961,0.75,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-223.65838623046875,2.586784080222801
5KPE_2_2_0__id8,1.443521499633789,1.1180418729782104,87.07833333333335,0.7,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-223.09527587890625,2.735746878164786
5KPE_2_2_0__id9,1.4611326456069946,1.171481728553772,90.68231481481482,0.78,2,2,86.15009259259259,1.0889322757720947,20.796156,71.92844,-220.9146423339844,2.5450592041015625
5KPE_2_2_1__id0,1.212138295173645,1.3273619413375854,92.4686111111111,0.81,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-225.92184448242188,2.583114624023437
5KPE_2_2_1__id1,1.3698912858963013,1.2635164260864258,89.87157407407406,0.77,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-225.92176818847656,2.6214000560619213
5KPE_2_2_1__id10,1.514260172843933,1.0396478176116943,91.5925,0.8,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-222.7543029785156,2.5691740247938366
5KPE_2_2_1__id11,1.5748651027679443,1.025391936302185,91.62944444444442,0.79,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-223.052490234375,2.460066901312934
5KPE_2_2_1__id12,1.1243741512298584,1.584652066230774,93.9539814814815,0.84,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-226.80718994140625,2.3932726824725115
5KPE_2_2_1__id13,1.1626896858215332,1.427097201347351,86.69833333333334,0.73,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-227.57704162597656,2.4211595323350696
5KPE_2_2_1__id14,1.1210907697677612,1.4111456871032715,86.95796296296294,0.69,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-224.423095703125,2.5033029626916954
5KPE_2_2_1__id15,1.7309998273849487,1.1602593660354614,90.19203703703704,0.79,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-225.676025390625,2.4558992739076966
5KPE_2_2_1__id16,1.4582866430282593,1.28676438331604,89.04027777777776,0.76,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-227.4176025390625,2.417570891203704
5KPE_2_2_1__id17,1.43424391746521,1.2031097412109375,91.73759259259258,0.81,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-224.2867431640625,2.570184213143808
5KPE_2_2_1__id18,1.4588838815689087,1.1569174528121948,90.42666666666666,0.79,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-223.9581298828125,2.6817152235243054
5KPE_2_2_1__id19,1.0564424991607666,1.663423776626587,91.6214814814815,0.8,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-225.4746856689453,2.307310457582827
5KPE_2_2_1__id2,1.5977107286453247,1.138075590133667,93.87287037037038,0.84,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-220.2952423095703,2.6659413090458624
5KPE_2_2_1__id20,1.4830001592636108,1.386981725692749,91.61972222222222,0.81,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-225.36041259765625,2.554382889359086
5KPE_2_2_1__id21,1.1105221509933472,1.6520888805389404,92.42351851851852,0.81,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-226.35276794433597,2.4589674207899304
5KPE_2_2_1__id22,1.3053640127182007,1.2447000741958618,89.44944444444445,0.75,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-226.7776641845703,2.575826291684751
5KPE_2_2_1__id23,1.6302473545074463,1.1355561017990112,91.6135185185185,0.81,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-226.5499267578125,2.6525310940212674
5KPE_2_2_1__id3,1.203270435333252,1.3381381034851074,88.21666666666667,0.74,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-227.56809997558597,2.5633397985387734
5KPE_2_2_1__id4,1.5767484903335571,0.9593279957771301,89.85148148148147,0.76,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-226.83465576171875,2.623220090512876
5KPE_2_2_1__id5,1.1667249202728271,1.4057600498199463,88.28555555555556,0.71,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-226.21522521972656,2.5255101521809897
5KPE_2_2_1__id6,1.3306421041488647,1.2505810260772705,89.77703703703703,0.79,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-224.5258026123047,2.6794840494791665
5KPE_2_2_1__id7,1.1221474409103394,1.5702168941497803,89.27064814814814,0.74,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-227.1978454589844,2.517591405797888
5KPE_2_2_1__id8,1.689985752105713,1.2967299222946167,92.93870370370372,0.82,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-224.6781311035156,2.5923860337999134
5KPE_2_2_1__id9,1.062644124031067,1.4839383363723755,92.41185185185184,0.83,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,-225.98619079589844,2.348888538501881
5KPE_2_2_2__id0,1.5079596042633057,1.1947360038757324,92.99462962962964,0.83,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-224.57797241210935,2.527136626066985
5KPE_2_2_2__id1,1.0999374389648438,1.475445032119751,89.76851851851852,0.75,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-226.49693298339844,2.5978020562065973
5KPE_2_2_2__id10,1.53480064868927,1.1866620779037476,95.52962962962962,0.87,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-228.1825408935547,2.870197437427662
5KPE_2_2_2__id11,1.5508216619491577,1.2406628131866455,92.78435185185182,0.82,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-226.9985198974609,2.884722674334491
5KPE_2_2_2__id12,1.3825767040252686,1.3615373373031616,92.83564814814817,0.82,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-222.41151428222656,2.519825122974537
5KPE_2_2_2__id13,1.5470519065856934,1.2561372518539429,93.5212037037037,0.84,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-225.91378784179688,2.911464832447193
5KPE_2_2_2__id14,1.262549877166748,1.164748191833496,93.2524074074074,0.83,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-227.52032470703125,2.6933130334924766
5KPE_2_2_2__id15,1.2809563875198364,1.48673677444458,89.71435185185184,0.74,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-226.31842041015625,2.5600758305302374
5KPE_2_2_2__id16,1.5357600450515747,1.1939780712127686,94.68916666666668,0.86,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-227.88330078125,2.536084210431134
5KPE_2_2_2__id17,1.4192312955856323,1.313975214958191,91.4863888888889,0.81,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-225.9570770263672,2.96331532796224
5KPE_2_2_2__id18,1.3311269283294678,1.3627413511276245,91.99814814814812,0.82,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-220.21762084960935,2.5948316786024304
5KPE_2_2_2__id19,1.4951759576797485,1.029514193534851,90.51888888888888,0.78,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-225.3138885498047,2.643096076117621
5KPE_2_2_2__id2,1.632696509361267,1.1853710412979126,95.2874074074074,0.87,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-225.8642120361328,2.7074545401114003
5KPE_2_2_2__id20,1.564666748046875,1.1989070177078247,92.60148148148149,0.81,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-225.32345581054688,2.62363123010706
5KPE_2_2_2__id21,1.5742497444152832,1.3044320344924927,93.3374074074074,0.83,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-226.70347595214844,2.5730407149703414
5KPE_2_2_2__id22,1.6155847311019897,1.2133047580718994,95.7837037037037,0.88,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-225.9696350097656,2.85495842827691
5KPE_2_2_2__id23,1.5671981573104858,1.1918531656265259,94.2350925925926,0.83,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-227.8935546875,2.5646254928023726
5KPE_2_2_2__id3,1.4057846069335938,1.274956226348877,92.3086111111111,0.81,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,-225.89752197265625,2.6683067039207176
