name,rmsd_start,rmsd_end,plddt,ptm,rmsd_constraint,langevin,single_state_plddt,single_state_rmsd,curvature_mean,curvature_max,U,-PLL
5KPE_2_2_0_id0,1.1435869932174683,1.0511395931243896,89.00666666666667,0.75,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-226.4517364501953,2.546699523925781
5KPE_2_2_0_id1,1.150541067123413,1.1888446807861328,91.23907407407404,0.78,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-226.11328125,2.549955579969618
5KPE_2_2_0_id10,1.1023927927017212,1.266674280166626,87.50129629629629,0.71,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-226.76368713378903,2.67549811469184
5KPE_2_2_0_id11,1.1997967958450317,1.3479351997375488,89.90287037037035,0.76,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-226.96926879882807,2.5559135719581887
5KPE_2_2_0_id12,1.1944276094436646,1.300335168838501,88.66194444444444,0.73,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-224.6067047119141,2.8298746744791665
5KPE_2_2_0_id13,1.6185933351516724,0.9217913746833801,94.90685185185184,0.86,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-222.71771240234372,2.725082397460937
5KPE_2_2_0_id14,1.0431571006774902,1.2718479633331299,88.78750000000001,0.73,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-225.13722229003903,2.5578573721426503
5KPE_2_2_0_id15,1.2085459232330322,1.0892058610916138,90.19712962962964,0.77,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-226.01255798339844,2.5700525354456016
5KPE_2_2_0_id16,0.9931736588478088,1.1666181087493896,91.37435185185186,0.79,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-225.80563354492188,2.66973622639974
5KPE_2_2_0_id17,1.2041233777999878,1.4687063694000244,87.57462962962963,0.7,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-225.5726623535156,2.331635510479962
5KPE_2_2_0_id18,1.2356101274490356,0.895963191986084,91.28657407407408,0.78,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-225.20236206054688,2.7173213252314814
5KPE_2_2_0_id19,1.3747913837432861,1.0023220777511597,92.5125,0.81,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-225.0458984375,2.428759539568866
5KPE_2_2_0_id2,1.217229962348938,1.475590705871582,88.9989814814815,0.72,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-222.64556884765625,2.46747476083261
5KPE_2_2_0_id20,0.9859676957130432,1.2414343357086182,88.87212962962965,0.73,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-226.7736053466797,2.569977371780961
5KPE_2_2_0_id21,1.3118764162063599,1.1913771629333496,88.87481481481481,0.78,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-219.06228637695312,2.624441076208044
5KPE_2_2_0_id22,1.1755551099777222,0.9900906085968018,91.39157407407409,0.79,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-224.9423370361328,2.5241247106481484
5KPE_2_2_0_id23,1.5081698894500732,0.9397940039634705,93.42972222222224,0.83,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-224.7724609375,2.5022413465711804
5KPE_2_2_0_id3,1.4041804075241089,0.9043279886245728,92.36175925925929,0.81,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-225.98291015625,2.4616156684027777
5KPE_2_2_0_id4,1.076316475868225,1.3905062675476074,90.94231481481484,0.76,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-226.65440368652344,2.572651615849248
5KPE_2_2_0_id5,1.1013199090957642,1.2454063892364502,89.36962962962961,0.74,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-227.3218231201172,2.655154758029514
5KPE_2_2_0_id6,1.043883204460144,1.2171317338943481,88.2285185185185,0.71,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-223.57717895507807,2.450540613245081
5KPE_2_2_0_id7,1.2263346910476685,1.6419371366500854,88.97648148148149,0.75,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-223.78509521484372,2.586784080222801
5KPE_2_2_0_id8,1.122436761856079,1.7312076091766357,89.00564814814817,0.75,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-223.47726440429688,2.735746878164786
5KPE_2_2_0_id9,1.0497972965240479,1.3456900119781494,88.46953703703704,0.73,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-221.01998901367188,2.5450592041015625
5KPE_2_2_1_id0,1.2793834209442139,0.9602201581001282,89.62240740740741,0.76,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-227.06118774414065,2.583114624023437
5KPE_2_2_1_id1,1.5338146686553955,0.8909848928451538,92.99555555555554,0.83,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-229.1463928222656,2.6214000560619213
5KPE_2_2_1_id10,1.0827629566192627,1.2998583316802979,90.32555555555555,0.77,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-226.5740509033203,2.5691740247938366
5KPE_2_2_1_id11,1.1611651182174683,1.0294818878173828,88.25648148148147,0.73,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-228.31576538085935,2.460066901312934
5KPE_2_2_1_id12,1.2277014255523682,0.9030621647834778,92.0125,0.78,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-225.0899658203125,2.3932726824725115
5KPE_2_2_1_id13,1.1147563457489014,1.0296499729156494,89.23657407407408,0.75,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-229.0727081298828,2.4211595323350696
5KPE_2_2_1_id14,1.2013580799102783,0.8421437740325928,90.10416666666664,0.77,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-229.2510681152344,2.5033029626916954
5KPE_2_2_1_id15,1.1926745176315308,1.1745507717132568,89.65407407407407,0.76,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-228.8991241455078,2.4558992739076966
5KPE_2_2_1_id16,1.2011182308197021,1.0089011192321777,88.64731481481479,0.74,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-227.1785430908203,2.417570891203704
5KPE_2_2_1_id17,1.2471882104873657,1.2736622095108032,88.76768518518519,0.74,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-230.0426177978516,2.570184213143808
5KPE_2_2_1_id18,1.4212374687194824,1.1662802696228027,94.2925,0.84,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-228.8430633544922,2.6817152235243054
5KPE_2_2_1_id19,1.1667853593826294,1.0182504653930664,91.98064814814812,0.81,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-228.6846160888672,2.307310457582827
5KPE_2_2_1_id2,0.9803401231765747,1.3595616817474365,88.77138888888891,0.73,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-229.86474609375,2.6659413090458624
