name,seed,model,plddt,ptm,rmsd_start,rmsd_end
5KPH_4_4_1_0_combined_id1,44,5,93.91027777777778,0.81,0.761512279510498,3.6074397563934326
5KPH_4_8_9_0_combined_id23,43,4,90.62958333333331,0.72,0.9895445108413696,3.605635404586792
5KPH_2_2_9_0_combined_id16,43,2,93.70208333333332,0.77,2.1470675468444824,1.1125622987747192
5KPH_4_8_9_0_combined_id10,44,3,95.18666666666668,0.81,0.6559245586395264,4.0800957679748535
5KPH_4_2_7_0_combined_id7,43,4,91.71847222222225,0.76,1.019454002380371,3.2995450496673584
5KPH_2_2_7_0_combined_id17,43,4,93.325,0.77,0.7126664519309998,1.717767357826233
5KPH_2_8_7_0_combined_id22,42,4,93.51527777777775,0.8,0.6822382211685181,1.6539361476898193
5KPE_4_6_1_0_combined_id7,42,5,62.65083333333333,0.46,11.159066200256348,13.411130905151367
5KPH_4_8_6_0_combined_id6,44,4,85.34819444444445,0.67,2.13260817527771,2.2828752994537354
5KPE_2_2_9_0_combined_id2,43,4,87.89314814814814,0.74,1.4583333730697632,1.290492296218872
5KPE_2_6_4_0_combined_id11,44,4,63.20601851851852,0.43,8.409805297851562,9.383021354675293
5KPE_6_2_0_0_combined_id15,43,4,63.40787037037036,0.54,4.692886829376221,3.824129819869995
5KPE_4_8_3_0_combined_id22,43,2,63.130833333333335,0.55,8.381645202636719,10.427424430847168
5KPE_4_6_2_0_combined_id15,42,3,59.13722222222222,0.46,8.858527183532715,9.39913272857666
5KPE_6_8_5_0_combined_id10,43,3,69.77120370370369,0.53,6.100714683532715,6.325348854064941
5KPE_4_4_9_0_combined_id17,43,5,69.15305555555557,0.55,9.553293228149414,10.397282600402832
5KPE_4_8_5_0_combined_id23,42,4,77.32351851851851,0.65,10.59313678741455,12.873056411743164
5KPH_4_6_5_0_combined_id13,43,5,80.84791666666666,0.6,1.5171854496002197,4.360835075378418
5KPH_2_6_3_0_combined_id24,42,3,90.63097222222224,0.75,1.7438160181045532,0.6278120875358582
5KPH_4_6_7_0_combined_id15,43,3,86.65333333333334,0.64,1.2053624391555786,3.9515888690948486
5KPH_2_2_8_0_combined_id1,42,4,88.20416666666668,0.66,0.87440425157547,1.8648991584777832
5KPH_2_4_2_0_combined_id13,44,5,90.86180555555556,0.74,0.6253786683082581,1.7561964988708496
5KPE_2_6_9_0_combined_id11,44,4,88.91907407407405,0.73,1.5155999660491943,1.1901696920394897
5KPE_2_2_6_0_combined_id10,43,3,88.4801851851852,0.74,1.4800366163253784,1.1911929845809937
5KPH_2_4_9_0_combined_id12,42,5,90.03847222222223,0.7,0.8804793953895569,2.1154215335845947
5KPE_4_2_3_0_combined_id2,42,5,69.64537037037037,0.56,9.846901893615723,10.341556549072266
5KPE_4_8_7_0_combined_id15,43,4,74.5349074074074,0.64,11.591843605041504,13.595955848693848
5KPE_2_2_6_0_combined_id17,44,1,90.2501851851852,0.76,1.1374629735946655,1.4903628826141357
5KPH_2_2_9_0_combined_id23,42,4,95.30652777777776,0.82,0.7427937388420105,1.5557509660720825
5KPE_4_6_3_0_combined_id17,43,3,86.4824074074074,0.75,1.5800567865371704,3.0705478191375732
5KPE_2_8_2_0_combined_id3,44,1,86.75314814814817,0.71,1.508782148361206,1.7267099618911743
5KPE_4_6_2_0_combined_id17,44,5,69.76259259259258,0.57,10.740620613098145,12.809467315673828
5KPE_2_2_1_0_combined_id2,42,3,89.56462962962964,0.78,1.389112114906311,1.0877584218978882
5KPH_4_8_7_0_combined_id11,43,3,86.15388888888889,0.65,1.244275450706482,3.1818158626556396
5KPE_2_6_0_0_combined_id23,42,3,85.74592592592592,0.69,1.039075255393982,1.8451206684112549
5KPE_2_8_4_0_combined_id2,42,1,61.540370370370375,0.54,9.880751609802246,10.220331192016602
5KPH_2_8_8_0_combined_id24,44,4,93.13833333333334,0.8,0.7130967974662781,1.8866331577301025
5KPE_2_6_2_0_combined_id5,44,3,88.12777777777777,0.75,1.9127010107040405,1.7667325735092163
5KPH_4_4_7_0_combined_id6,43,4,81.66000000000001,0.61,1.4207342863082886,2.837470769882202
5KPH_4_4_6_0_combined_id17,43,1,85.90805555555556,0.62,1.7718325853347778,2.457425355911255
5KPH_4_6_9_0_combined_id13,42,4,93.7925,0.81,0.6690905690193176,3.8877499103546143
5KPE_2_4_9_0_combined_id10,42,2,67.33194444444445,0.55,10.66720199584961,11.611001014709473
