name,seed,model,plddt,ptm,rmsd_start,rmsd_end
5KPH_4_4_4__id9,44,1,90.34583333333332,0.72,2.2920050621032715,2.2899484634399414
5KPE_2_6_2__id12,43,2,83.59537037037035,0.66,1.8721809387207031,1.5064088106155396
5KPH_8_8_9__id21,43,1,84.28249999999998,0.65,2.8815906047821045,5.773012161254883
5KPE_2_8_6__id22,42,3,72.64629629629631,0.57,10.536023139953613,11.628703117370605
5KPH_4_2_4__id21,42,4,91.75763888888888,0.74,0.8091640472412109,3.8429956436157227
5KPE_2_6_0__id3,43,3,83.17611111111113,0.63,1.4275821447372437,1.8969396352767944
5KPH_4_6_2__id0,44,5,82.00472222222223,0.6,1.4521199464797974,3.2571768760681152
5KPH_2_2_5__id12,44,1,89.62930555555555,0.71,2.526305675506592,1.4743815660476685
5KPH_2_8_2__id18,44,1,90.14236111111111,0.7,1.9624775648117065,1.475813865661621
5KPH_4_4_1__id3,44,5,96.05430555555556,0.82,0.8151646852493286,4.343268394470215
5KPE_4_4_9__id3,42,1,87.60527777777779,0.72,1.7901437282562256,2.8728811740875244
5KPE_2_6_9__id8,44,2,87.27981481481481,0.74,1.3689779043197632,2.0090837478637695
5KPH_4_4_9__id21,42,4,85.4736111111111,0.63,1.5606229305267334,2.7165324687957764
5KPH_2_6_3__id16,44,4,93.63180555555556,0.79,0.7606461048126221,2.276045322418213
5KPE_2_6_1__id14,44,5,74.74101851851853,0.56,4.376009941101074,4.69352388381958
5KPE_4_2_0__id2,42,1,81.33361111111108,0.65,1.3332091569900513,2.875107526779175
5KPH_2_2_1__id11,43,2,95.7275,0.82,0.6407060623168945,2.3047947883605957
5KPH_4_4_9__id23,44,3,93.02805555555555,0.74,0.7807393074035645,3.818528413772583
5KPH_2_4_7__id10,43,4,89.29083333333334,0.71,1.1042650938034058,1.7680846452713013
5KPE_4_2_4__id15,43,3,84.20462962962964,0.68,1.8211688995361328,3.0307114124298096
5KPE_4_8_2__id6,42,1,78.20555555555555,0.62,1.9394599199295044,3.620272397994995
5KPE_4_2_2__id21,42,2,69.32944444444443,0.57,9.21717357635498,9.672597885131836
5KPE_4_6_9__id14,43,1,84.29740740740739,0.67,1.5451624393463135,3.453188180923462
5KPE_4_8_4__id6,42,4,88.95111111111112,0.74,1.5813660621643066,3.4819321632385254
5KPE_4_2_4__id13,44,5,86.25814814814812,0.72,1.8983467817306519,3.116600751876831
5KPH_4_4_1__id14,44,5,96.1288888888889,0.81,0.9191067814826965,4.569879055023193
5KPE_2_8_2__id13,43,3,80.03120370370372,0.55,9.783949851989746,9.998485565185547
5KPE_2_8_1__id15,44,3,64.44018518518517,0.52,3.771761894226074,3.3085057735443115
5KPE_6_8_5__id8,42,2,73.17555555555555,0.58,4.440699577331543,3.101027488708496
5KPH_2_4_4__id10,42,2,94.03722222222224,0.81,0.583084762096405,2.2026703357696533
5KPH_8_8_9__id16,42,3,80.92361111111111,0.57,2.5344905853271484,6.372640609741211
5KPH_4_4_6__id10,42,3,89.43930555555556,0.71,1.741886854171753,2.44282603263855
5KPE_2_8_4__id16,42,4,73.3787037037037,0.6,10.470949172973633,11.511137008666992
5KPH_4_8_2__id18,43,5,94.08583333333334,0.77,0.9794811010360718,4.454943656921387
