name,seed,model,plddt,ptm,rmsd_start,rmsd_end
5KPE_4_4_1_combined_id12,42,3,80.77537037037037,0.63,2.4743926525115967,2.8639888763427734
5KPE_2_4_1_combined_id24,42,1,83.11861111111111,0.67,1.2863258123397827,1.7747331857681274
5KPE_4_4_5_combined_id9,43,4,74.31694444444445,0.58,9.69209098815918,10.467656135559082
5KPH_2_6_7_combined_id3,42,5,90.27180555555556,0.7,0.7783772945404053,2.2537946701049805
5KPE_2_8_0_combined_id5,43,2,86.5852777777778,0.71,1.4271810054779053,2.0545170307159424
5KPE_4_8_5_combined_id12,43,5,73.3275925925926,0.59,9.596027374267578,9.948298454284668
5KPE_2_4_1_combined_id19,44,2,89.40129629629631,0.74,1.3597192764282227,1.4837737083435059
5KPE_2_4_8_combined_id9,43,1,74.66435185185183,0.6,11.231369972229004,11.325170516967773
5KPH_4_8_5_combined_id1,44,3,85.17472222222221,0.63,2.0845930576324463,2.3882877826690674
5KPE_4_6_1_combined_id6,43,4,77.19731481481483,0.69,1.6838021278381348,3.885939359664917
5KPE_6_6_2_combined_id24,42,1,59.95629629629629,0.48,6.875724792480469,5.981161117553711
5KPE_6_4_7_combined_id21,42,3,73.50324074074074,0.59,3.3130922317504883,4.1471781730651855
5KPH_4_2_6_combined_id6,43,1,83.46666666666667,0.66,1.8081187009811401,2.5762081146240234
5KPH_2_8_1_combined_id4,44,1,90.42,0.72,0.8695323467254639,2.5087730884552
5KPE_2_2_8_combined_id3,43,4,82.98287037037036,0.68,1.5507601499557495,1.065488338470459
5KPE_2_2_1_combined_id17,44,5,87.24527777777774,0.7,1.0845462083816528,1.7396012544631958
5KPE_2_2_1_combined_id19,44,1,89.4663888888889,0.73,1.2227356433868408,1.4192523956298828
5KPH_4_8_8_combined_id11,44,5,88.5013888888889,0.68,1.9616124629974365,2.423387050628662
5KPE_4_8_1_combined_id23,43,1,73.49555555555555,0.63,2.3850982189178467,3.097846031188965
5KPE_2_2_5_combined_id16,44,4,92.01694444444446,0.8,1.2580541372299194,1.634070634841919
5KPH_2_2_9_combined_id1,42,3,89.13347222222222,0.7,2.063370943069458,1.0421785116195679
5KPE_2_4_8_combined_id6,42,3,93.12055555555554,0.83,1.4546815156936646,1.4533625841140747
5KPE_2_6_0_combined_id2,43,1,76.68462962962964,0.64,1.9437371492385864,1.851703405380249
5KPE_6_4_7_combined_id9,44,4,67.37712962962964,0.51,10.466904640197754,13.049164772033691
5KPH_4_4_2_combined_id11,42,5,85.90375,0.67,1.8002150058746338,3.5862128734588623
5KPH_6_2_5_combined_id24,43,4,82.50638888888889,0.63,2.003726005554199,5.146910667419434
5KPE_4_6_6_combined_id17,42,3,73.44916666666666,0.57,1.882511019706726,3.5165274143218994
5KPH_2_6_6_combined_id2,44,4,89.11486111111111,0.74,0.7323617935180664,1.8346651792526245
5KPE_4_6_6_combined_id8,42,5,69.01175925925926,0.48,16.046058654785156,15.11021900177002
5KPE_2_4_2_combined_id16,44,3,89.11944444444445,0.76,1.1107279062271118,1.880177617073059
5KPE_4_8_3_combined_id16,43,1,89.47388888888888,0.75,3.3247482776641846,4.79736328125
5KPH_4_8_7_combined_id20,43,4,89.57805555555557,0.75,0.6689839363098145,3.889587163925171
5KPH_6_2_5_combined_id10,43,4,93.82138888888888,0.81,0.961222767829895,5.622316837310791
5KPE_2_8_9_combined_id2,43,1,81.06092592592594,0.62,1.2061960697174072,1.945244550704956
5KPH_2_4_2_combined_id6,44,5,91.01375,0.73,0.6878032684326172,1.9973492622375488
5KPE_4_6_8_combined_id3,44,3,85.24481481481483,0.69,1.5175368785858154,3.4469356536865234
5KPH_4_2_0_combined_id17,42,2,95.76263888888889,0.82,0.5797847509384155,4.122502326965332
5KPE_4_6_6_combined_id10,42,2,84.88324074074075,0.74,3.194465398788452,4.341330528259277
5KPE_2_8_9_combined_id5,43,4,71.69638888888888,0.6,2.1164708137512207,2.49381685256958
5KPH_4_4_6_combined_id6,42,3,88.61458333333333,0.69,1.1759955883026123,3.6191391944885254
5KPE_2_4_7_combined_id24,44,3,64.37296296296297,0.47,5.821300029754639,6.011053562164307
5KPE_2_8_6_combined_id6,43,5,60.926481481481474,0.49,1.8294060230255127,2.362649440765381
5KPE_2_4_5_combined_id7,42,4,84.51620370370371,0.69,1.2676762342453003,1.8917571306228638
5KPE_4_4_2_combined_id16,43,5,66.34231481481481,0.53,9.604790687561035,10.366179466247559
5KPE_4_6_7_combined_id8,42,2,57.60351851851852,0.42,10.157033920288086,10.31134033203125
5KPE_2_4_3_combined_id10,43,4,71.64287037037036,0.36,27.924163818359375,28.81461524963379
5KPH_2_8_2_combined_id16,44,4,89.33708333333334,0.73,0.6115494966506958,1.7982046604156494
5KPH_4_4_0_combined_id23,43,1,88.28013888888889,0.72,0.8874884247779846,3.6862435340881348
5KPE_4_6_2_combined_id6,42,5,65.67490740740742,0.53,3.0465497970581055,3.739412307739258
5KPE_2_4_4_combined_id19,43,4,82.27342592592592,0.67,1.571364402770996,1.9448974132537842
5KPE_4_4_1_combined_id5,42,3,88.51851851851852,0.75,1.7058377265930176,3.243124485015869
5KPE_2_2_1_combined_id17,44,2,89.45009259259261,0.74,1.2268555164337158,1.6318296194076538
5KPH_2_2_7_combined_id4,43,5,89.9486111111111,0.71,0.6065850257873535,2.1022770404815674
5KPH_4_4_3_combined_id10,44,3,88.15847222222222,0.7,0.9545963406562805,4.014919281005859
5KPH_6_2_8_combined_id7,42,5,87.57041666666666,0.72,2.180783271789551,4.428955078125
5KPE_2_2_3_combined_id14,43,2,85.38981481481484,0.7,1.882228970527649,0.958899199962616
5KPE_2_8_4_combined_id22,43,4,79.5912962962963,0.67,2.587977647781372,2.284036874771118
5KPE_4_6_5_combined_id17,43,5,53.86240740740741,0.46,10.494330406188965,12.085959434509277
5KPH_2_6_6_combined_id4,42,2,92.65138888888887,0.77,0.6106063723564148,2.2086989879608154
5KPE_2_6_7_combined_id7,42,5,70.66388888888889,0.58,3.9240915775299072,4.1244072914123535
5KPE_2_4_2_combined_id18,43,1,64.22601851851852,0.52,9.200047492980957,9.329144477844238
5KPE_4_8_8_combined_id18,43,5,79.39953703703704,0.65,9.928526878356934,10.116082191467285
5KPE_4_6_5_combined_id21,43,5,82.58694444444446,0.69,2.103970527648926,3.612065076828003
5KPE_4_2_4_combined_id12,42,5,63.73833333333333,0.46,11.005165100097656,9.800028800964355
5KPH_2_8_2_combined_id17,43,4,91.09972222222224,0.75,0.6853469610214233,1.7689849138259888
5KPH_2_2_6_combined_id6,44,5,91.97152777777778,0.77,0.8598477840423584,2.3145437240600586
5KPH_6_2_5_combined_id3,44,4,80.02902777777778,0.61,1.4788422584533691,4.984623908996582
5KPE_4_4_7_combined_id12,43,4,66.22787037037035,0.54,10.71761417388916,10.808505058288574
5KPE_8_2_7_combined_id5,42,1,62.67324074074073,0.53,11.7591552734375,11.046146392822266
5KPH_2_6_3_combined_id19,43,2,89.17458333333333,0.72,0.6089903116226196,1.8971531391143799
5KPH_2_8_0_combined_id3,43,5,84.65458333333333,0.66,1.5284316539764404,2.409548282623291
5KPE_4_6_7_combined_id3,44,2,70.05277777777779,0.52,3.48160457611084,4.073310375213623
5KPH_2_8_6_combined_id15,43,1,89.31444444444443,0.73,0.8332852721214294,2.676711320877075
5KPE_4_8_6_combined_id12,42,4,48.86666666666666,0.37,9.819993019104004,12.047041893005371
5KPE_2_6_1_combined_id8,43,4,85.83842592592593,0.72,1.1584895849227905,2.21724271774292
5KPE_2_4_3_combined_id12,43,2,68.1374074074074,0.52,12.576817512512207,12.344010353088379
5KPE_4_8_7_combined_id7,44,1,68.15083333333334,0.58,2.7616524696350098,3.3035502433776855
5KPH_4_6_0_combined_id17,43,2,85.60069444444444,0.65,2.4133429527282715,2.8968825340270996
5KPH_2_8_3_combined_id8,44,1,87.49430555555556,0.71,1.5674762725830078,2.1974544525146484
