name,seed,model,plddt,ptm,rmsd_start,rmsd_end
5KPE_2_8_9_combined_id12,42,2,85.36879629629627,0.72,1.9102587699890137,0.9991804361343384
5KPH_4_2_1_combined_id10,44,1,90.6797222222222,0.73,1.2705309391021729,3.0326485633850098
5KPH_4_8_9_combined_id23,44,5,87.97027777777778,0.68,0.8747460246086121,4.1549248695373535
5KPH_6_6_8_combined_id22,42,3,85.68833333333333,0.6,2.586031675338745,3.884565591812134
5KPH_4_6_5_combined_id2,44,5,87.20069444444445,0.68,0.9381605982780457,3.6890265941619873
5KPH_2_6_6_combined_id10,43,5,90.415,0.74,1.2846113443374634,1.3537291288375854
5KPE_2_4_1_combined_id7,44,3,78.67277777777778,0.62,8.49498176574707,8.535995483398438
5KPE_4_4_8_combined_id22,42,3,72.93351851851853,0.49,10.84482192993164,11.070841789245605
5KPE_2_8_6_combined_id7,42,3,73.89046296296296,0.53,1.4370158910751343,1.9961483478546143
5KPE_4_4_5_combined_id4,42,1,67.45435185185185,0.59,2.6123480796813965,3.1587812900543213
5KPH_2_2_7_combined_id16,44,5,92.4265277777778,0.78,0.8040542602539062,1.3823165893554688
5KPE_2_8_2_combined_id20,44,3,70.55212962962963,0.52,7.525439262390137,7.4301438331604
5KPH_2_8_6_combined_id14,42,5,94.02583333333332,0.79,0.8755710124969482,2.8076813220977783
5KPE_2_8_5_combined_id7,42,3,85.02092592592591,0.71,2.4718916416168213,2.1319820880889893
5KPE_4_6_2_combined_id1,44,2,87.95462962962962,0.74,1.5784544944763184,3.5282680988311768
5KPE_2_4_5_combined_id2,44,1,72.88833333333334,0.58,11.232571601867676,11.147138595581055
5KPH_2_2_0_combined_id19,44,2,92.67166666666668,0.77,0.6602795720100403,1.7345960140228271
5KPE_2_4_8_combined_id19,44,5,82.61444444444447,0.63,11.266550064086914,10.958990097045898
5KPH_2_8_5_combined_id23,44,1,90.00694444444444,0.73,0.7819674611091614,2.335448741912842
5KPH_8_8_5_combined_id19,42,3,82.50416666666666,0.63,3.4375393390655518,5.27237606048584
5KPE_4_6_9_combined_id12,42,1,93.3349074074074,0.83,1.646019458770752,3.550534248352051
5KPH_2_8_4_combined_id17,44,5,83.36041666666667,0.64,1.2879754304885864,2.768427848815918
5KPH_2_4_0_combined_id15,42,3,93.37,0.77,1.4366991519927979,1.0875967741012573
5KPE_6_8_5_combined_id19,44,4,59.15925925925926,0.45,7.049153804779053,7.200323104858398
5KPH_8_6_4_combined_id12,44,5,85.01347222222222,0.66,1.441087007522583,7.160187721252441
5KPE_4_6_1_combined_id7,42,2,71.53296296296297,0.55,12.64063835144043,11.590238571166992
5KPH_2_6_0_combined_id21,44,1,83.89625000000001,0.67,1.0322076082229614,1.75921630859375
5KPH_2_8_7_combined_id24,44,1,87.49125000000001,0.68,1.3325700759887695,3.0174269676208496
5KPE_2_8_1_combined_id12,43,4,68.26064814814815,0.5,11.548957824707031,11.603055000305176
5KPE_4_6_3_combined_id6,44,3,75.06305555555556,0.62,6.272303581237793,5.979920864105225
5KPE_4_2_0_combined_id7,42,2,68.06324074074075,0.53,11.021665573120117,10.685232162475586
5KPH_6_4_1_combined_id18,42,2,85.50930555555556,0.67,0.8570089936256409,5.595897197723389
5KPH_4_2_3_combined_id12,43,1,88.34708333333333,0.69,2.5063705444335938,1.9141581058502197
5KPE_4_2_4_combined_id20,44,5,79.58388888888886,0.58,2.9108333587646484,4.630831241607666
5KPH_2_2_6_combined_id20,44,2,95.06125,0.81,0.8763881325721741,1.5729700326919556
5KPE_2_6_6_combined_id1,43,2,93.33611111111112,0.8,1.1323355436325073,1.9053881168365479
5KPE_2_4_7_combined_id10,43,2,85.23287037037036,0.71,2.22469162940979,1.9075530767440796
5KPH_2_4_7_combined_id15,44,4,86.83569444444444,0.68,1.0936129093170166,1.7452316284179688
5KPH_6_2_5_combined_id18,42,3,90.06375,0.73,1.0038069486618042,5.429046154022217
5KPH_2_8_9_combined_id20,42,4,86.9023611111111,0.71,0.9192013144493103,1.5927369594573975
5KPH_4_8_9_combined_id2,42,5,94.32986111111111,0.8,0.6817610859870911,4.112250804901123
5KPH_2_2_6_combined_id13,44,5,88.47444444444444,0.69,1.2340800762176514,1.5666236877441406
5KPE_4_2_2_combined_id4,42,1,60.53657407407409,0.5,3.0202322006225586,3.556882381439209
5KPH_2_6_0_combined_id2,43,1,88.12722222222222,0.7,2.4890964031219482,1.5379267930984497
5KPE_4_8_6_combined_id9,42,1,64.94388888888888,0.5,11.149212837219238,13.168085098266602
5KPE_2_8_4_combined_id16,42,2,84.02175925925924,0.69,1.3530395030975342,1.9385943412780762
5KPH_4_6_6_combined_id22,44,1,87.55486111111111,0.69,1.7117857933044434,2.5839884281158447
5KPE_2_4_2_combined_id22,42,1,92.51074074074076,0.79,1.4071539640426636,1.8665716648101807
5KPH_4_6_7_combined_id11,42,1,82.79694444444445,0.65,1.7945072650909424,2.5729410648345947
5KPE_2_6_9_combined_id5,44,3,81.85796296296296,0.55,11.356626510620117,10.948925018310547
5KPE_2_8_8_combined_id12,42,5,83.58083333333333,0.65,10.613265037536621,9.53571605682373
5KPE_2_8_0_combined_id8,44,2,91.25342592592592,0.79,1.273038387298584,1.9410455226898193
5KPH_4_2_8_combined_id24,44,4,87.53666666666668,0.7,2.366135597229004,1.9933350086212158
5KPE_4_4_6_combined_id13,44,4,68.22231481481482,0.56,10.97339916229248,11.709074020385742
5KPH_4_8_4_combined_id17,43,1,91.59708333333332,0.74,0.8313923478126526,3.819868326187134
5KPH_4_8_3_combined_id13,44,1,88.99375,0.71,0.9927875399589539,4.144999027252197
5KPE_4_4_7_combined_id22,42,5,87.85694444444444,0.7,1.3833175897598267,3.5080273151397705
5KPH_8_8_5_combined_id11,42,5,85.35694444444444,0.66,2.168689489364624,6.404654502868652
5KPH_6_2_5_combined_id17,42,5,93.11027777777778,0.77,0.7167823910713196,6.086884021759033
5KPE_2_2_7_combined_id5,42,4,86.21546296296295,0.72,1.7031607627868652,1.7269923686981201
5KPE_4_8_6_combined_id12,43,2,59.04111111111111,0.48,9.774045944213867,10.187646865844727
5KPH_4_8_7_combined_id13,43,3,91.22402777777778,0.77,1.0040380954742432,3.795293092727661
5KPE_4_2_5_combined_id3,42,2,84.35648148148148,0.7,1.6804996728897095,3.5189208984375
5KPH_8_8_5_combined_id7,42,4,85.72569444444444,0.7,4.2972612380981445,4.408883571624756
5KPE_2_8_2_combined_id23,42,1,81.66175925925927,0.64,1.5137144327163696,1.6059682369232178
5KPH_4_8_8_combined_id7,44,1,91.18263888888887,0.75,0.8365678191184998,3.68660306930542
5KPE_2_8_1_combined_id17,43,5,93.35722222222222,0.8,1.883058786392212,1.6832218170166016
5KPE_4_6_8_combined_id11,43,3,81.65453703703703,0.65,1.8267948627471924,3.782245635986328
5KPE_2_2_7_combined_id8,42,4,84.70953703703702,0.72,1.3371915817260742,1.5057991743087769
5KPE_2_2_0_combined_id23,42,3,91.6201851851852,0.77,1.5151478052139282,1.3574994802474976
5KPE_4_8_8_combined_id20,43,5,67.11833333333333,0.52,3.021188974380493,2.872359275817871
5KPH_4_6_2_combined_id14,44,4,80.04625,0.63,3.355579137802124,2.0602118968963623
5KPH_2_2_9_combined_id13,44,3,94.11305555555556,0.78,1.9764690399169922,0.9735782146453857
5KPH_4_4_6_combined_id17,44,4,90.59472222222222,0.74,0.7186042070388794,4.010334491729736
5KPH_2_2_0_combined_id17,42,1,90.42833333333334,0.7,0.6824938654899597,1.8185665607452393
5KPH_2_4_5_combined_id15,42,2,84.38597222222224,0.64,2.292454481124878,2.1725339889526367
5KPH_4_2_7_combined_id15,43,2,95.52583333333334,0.81,0.8443834185600281,4.0535407066345215
5KPH_4_4_2_combined_id15,44,5,92.58777777777776,0.76,0.8148276209831238,3.829901695251465
5KPE_2_6_7_combined_id14,42,3,86.06583333333336,0.74,1.367950439453125,1.8844072818756104
5KPH_2_6_0_combined_id15,44,2,92.4909722222222,0.78,0.7401085495948792,1.9820271730422974
5KPH_2_2_0_combined_id3,42,4,91.03333333333332,0.72,0.5458082556724548,2.0359132289886475
5KPE_6_4_7_combined_id19,43,5,69.75842592592592,0.53,11.048725128173828,13.799696922302246
5KPH_4_6_2_combined_id18,42,1,83.50069444444443,0.63,1.0896644592285156,3.2577641010284424
5KPH_4_6_8_combined_id20,43,1,89.78680555555556,0.75,1.0032455921173096,4.110313415527344
5KPE_4_4_7_combined_id11,42,4,74.33194444444445,0.58,2.708570718765259,3.0807971954345703
5KPH_8_8_5_combined_id15,44,5,79.11055555555555,0.58,2.119887113571167,6.403537750244141
5KPH_8_6_4_combined_id13,42,5,80.66833333333332,0.59,2.7495951652526855,7.781866073608398
5KPH_4_6_0_combined_id18,44,5,87.39152777777778,0.69,1.016697645187378,3.775439739227295
5KPH_4_2_7_combined_id19,43,3,92.05722222222222,0.75,0.7308206558227539,3.817669630050659
5KPH_4_6_2_combined_id4,42,1,85.40597222222223,0.64,2.3336641788482666,2.2003297805786133
5KPE_2_2_8_combined_id18,43,2,86.71722222222222,0.74,1.8962992429733276,1.6258314847946167
5KPH_6_2_8_combined_id10,42,2,92.52041666666668,0.76,0.8092125058174133,5.903639793395996
5KPE_2_6_4_combined_id10,43,3,88.34351851851854,0.77,1.5769356489181519,1.8041167259216309
5KPH_2_2_1_combined_id9,42,2,96.30069444444445,0.83,2.11885929107666,0.86920166015625
5KPH_4_6_4_combined_id16,44,5,87.4401388888889,0.66,1.5686455965042114,3.0933849811553955
5KPH_4_6_5_combined_id17,43,3,87.15444444444444,0.67,2.0885140895843506,2.348048210144043
5KPH_2_4_1_combined_id12,44,2,94.7147222222222,0.82,0.7713750600814819,1.7762794494628906
5KPE_2_2_3_combined_id15,43,1,92.6101851851852,0.8,1.2379424571990967,1.5378655195236206
5KPH_2_2_8_combined_id10,44,3,91.6263888888889,0.73,1.1854997873306274,1.1073507070541382
5KPH_2_2_9_combined_id7,43,5,88.66819444444445,0.67,0.9586551785469055,2.463998794555664
5KPH_4_2_3_combined_id9,42,1,95.26291666666668,0.8,0.8011171817779541,3.987781047821045
5KPE_4_4_0_combined_id7,44,1,76.74453703703705,0.63,1.8685286045074463,3.49481463432312
5KPE_2_6_3_combined_id14,44,1,87.5373148148148,0.75,1.6962367296218872,1.4799576997756958
5KPE_4_2_7_combined_id8,44,3,82.7237962962963,0.69,2.7524054050445557,3.672685146331787
5KPE_2_6_5_combined_id20,43,4,75.28500000000001,0.65,2.159958839416504,2.229064702987671
5KPE_2_2_0_combined_id11,42,2,91.75092592592593,0.83,1.4645593166351318,1.367634892463684
5KPH_4_8_3_combined_id10,42,2,87.8313888888889,0.69,0.7985193133354187,4.0212321281433105
5KPE_2_6_0_combined_id9,42,5,85.61287037037039,0.71,1.9091625213623047,1.4092789888381958
5KPE_2_4_9_combined_id1,44,2,81.92648148148147,0.71,1.9475429058074951,1.8907803297042847
5KPE_6_4_6_combined_id11,44,3,56.76657407407407,0.45,9.337234497070312,10.330042839050293
5KPE_2_6_3_combined_id23,43,1,78.55981481481483,0.66,1.6076600551605225,1.7144500017166138
5KPH_2_4_7_combined_id16,44,3,87.67958333333333,0.68,1.2915617227554321,1.391597867012024
5KPH_4_4_9_combined_id5,44,2,93.7501388888889,0.78,0.6316253542900085,3.9834322929382324
5KPE_4_6_8_combined_id12,42,2,60.93351851851853,0.53,9.00473403930664,9.007797241210938
5KPH_2_4_8_combined_id24,44,5,92.05319444444444,0.73,0.6152365207672119,2.1458983421325684
5KPE_2_6_6_combined_id19,42,5,89.3810185185185,0.73,1.1553488969802856,2.285938024520874
5KPE_6_6_2_combined_id20,42,3,72.35490740740741,0.58,13.617252349853516,15.977169036865234
5KPE_2_8_9_combined_id11,44,3,90.7363888888889,0.74,0.9664915800094604,2.2988903522491455
5KPE_4_8_7_combined_id12,44,1,62.384351851851854,0.51,10.794886589050293,10.867524147033691
5KPE_4_8_9_combined_id9,43,1,75.72101851851852,0.63,2.4978432655334473,3.5185563564300537
5KPH_2_6_0_combined_id23,42,4,88.53625000000001,0.68,0.9110219478607178,2.0795676708221436
5KPH_2_6_2_combined_id1,43,2,87.53986111111112,0.69,1.331267237663269,1.1514840126037598
5KPH_4_8_2_combined_id7,42,2,89.22666666666666,0.72,0.9252575039863586,3.6541340351104736
5KPE_2_4_2_combined_id11,42,3,91.07833333333336,0.79,1.3644530773162842,1.9802467823028564
5KPE_2_2_1_combined_id23,42,3,88.12925925925927,0.7,1.3309378623962402,1.1711360216140747
5KPE_4_4_9_combined_id13,43,3,86.67037037037036,0.72,1.4314804077148438,3.8361027240753174
5KPE_4_6_5_combined_id15,44,2,81.91685185185186,0.69,1.735403060913086,3.649367332458496
5KPH_2_4_0_combined_id21,43,5,91.58222222222224,0.72,0.7042844891548157,2.3976199626922607
5KPH_4_6_8_combined_id6,42,3,84.0611111111111,0.64,2.7787790298461914,1.975079894065857
5KPE_4_8_9_combined_id10,42,1,81.3711111111111,0.63,3.0082943439483643,3.813978910446167
5KPH_6_2_9_combined_id8,42,5,87.08375000000001,0.68,0.8917829990386963,5.9985880851745605
5KPH_4_4_7_combined_id10,44,1,86.38972222222222,0.67,1.489339828491211,3.145557165145874
5KPH_4_2_8_combined_id12,42,1,88.18347222222222,0.67,2.4677016735076904,1.91015625
5KPE_2_4_0_combined_id18,42,5,71.11111111111111,0.49,5.735583782196045,4.790609836578369
5KPE_6_2_0_combined_id23,43,2,60.62907407407408,0.51,12.409712791442871,12.413334846496582
5KPH_4_8_2_combined_id4,44,1,86.79430555555557,0.66,2.0837514400482178,2.301068067550659
5KPH_4_2_1_combined_id9,42,2,88.60319444444445,0.71,1.3930472135543823,2.9604032039642334
5KPE_4_6_0_combined_id4,44,1,86.91314814814817,0.69,1.4158211946487427,3.417154550552368
5KPE_2_2_7_combined_id4,43,3,89.2278703703704,0.78,1.5447094440460205,1.5280123949050903
5KPH_4_6_0_combined_id7,43,5,94.06805555555556,0.78,0.9129545092582703,3.5899932384490967
5KPE_2_2_0_combined_id2,43,1,77.71092592592593,0.67,11.428902626037598,11.404485702514648
5KPE_2_8_8_combined_id10,44,2,86.3162037037037,0.74,1.7054389715194702,1.447373390197754
5KPE_4_8_7_combined_id7,44,2,69.87953703703704,0.58,9.495370864868164,10.031669616699219
5KPE_4_8_5_combined_id3,44,3,86.41722222222222,0.73,1.9019584655761719,3.428433895111084
5KPE_2_6_9_combined_id12,42,5,86.24462962962961,0.7,1.321372389793396,1.9277817010879517
5KPE_2_4_5_combined_id16,43,2,86.05351851851849,0.72,2.1765530109405518,2.2597362995147705
5KPE_4_8_9_combined_id9,44,5,69.97314814814814,0.57,4.752198696136475,4.48750638961792
5KPE_2_6_0_combined_id12,42,3,90.6811111111111,0.77,1.1566554307937622,2.1455178260803223
5KPE_2_8_4_combined_id1,43,2,83.34518518518516,0.68,1.9950674772262573,1.9672629833221436
5KPE_4_6_8_combined_id1,44,2,81.97888888888886,0.7,1.6856592893600464,3.34298038482666
5KPH_4_2_5_combined_id7,43,2,95.10125,0.82,0.7449806928634644,3.899611473083496
5KPE_6_6_8_combined_id14,44,4,60.5225,0.5,5.294891834259033,3.8983609676361084
5KPE_2_8_4_combined_id3,42,1,90.71675925925923,0.77,1.4497803449630737,1.8665363788604736
5KPH_2_6_4_combined_id2,43,3,90.2148611111111,0.71,0.8682186007499695,2.1719748973846436
5KPH_4_4_4_combined_id19,43,4,84.82916666666667,0.67,2.1989142894744873,2.1098952293395996
5KPH_4_4_7_combined_id14,44,3,86.53430555555555,0.63,2.0563244819641113,2.1667919158935547
5KPH_4_8_4_combined_id12,43,3,89.79347222222222,0.7,1.7290810346603394,3.683927059173584
5KPH_4_8_6_combined_id8,42,2,93.88236111111112,0.8,0.9876965284347534,3.7443556785583496
5KPH_2_8_9_combined_id2,44,5,91.79694444444443,0.75,0.7056393623352051,2.2094368934631348
5KPH_2_4_9_combined_id16,43,3,91.97944444444444,0.74,0.5588406324386597,2.1718626022338867
5KPH_4_2_9_combined_id13,43,4,84.5298611111111,0.63,0.9860361218452454,3.890110969543457
5KPH_6_2_9_combined_id14,42,1,92.6375,0.76,0.9784656763076782,5.601676940917969
